ID_CONTRATO,DESCRIPCION,ACTIVIDAD,CALLE,NUMERO,ENTRE CALLES,COLONIA,LATITUD,LONGITUD,CONTRATO,RECURSOS DE PROYECTOS PARTICIPATIVO,ORIGEN DE LA INFORMACION ,FECHA DE INICIO,FECHA DE TERMINO,AVANCE,CARPETA ASFµLTICA M2,BOLARDOS PZ,REVO DE VELOCIDAD (REVO) PZ,BANQUETAS Y GUARNICIONES M2,LUMINARIAS PZ,IMPERMEABILIZACION M2,PINTURA M2,INSTALACION HIDRAULICA M,INSTALACION DE DRENAJE M,KIT DEJUEGOS EN PARQUES Y ESPACIOS PUBLICOS PZ,VEGETACION INSTALADA EN PARQUES Y ESPACIOS PUBLICOS,SISTEMA DE RIEGO EN PARQUES Y ESPACIOS PUBLICOS ,CENTROS Y ESPACIOS DEPORTIVOS,REHABILITACION DE ESCUELAS PUBLICAS,REHABILITACION DE CENDI,REHABILITACION DE TABLEROS ELECTRICOS EN MERCADOS PUBLICOS PZ,REHABILITACION_BOMBAS,REHABILITACION DE SISTEMA DE DRENAJE EN MERCADOS PUBLICOS M,REHABILITACION DE TECHUMBRE EN MERCADOS PUBLICOS M,ESTUDIOS TECNICOS,RESPONSABLE DE PROPORCIONAR LA INFORMACION 
330,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,LEIBNITZ,20,TOLSTOI  VICTOR HUGO,ANZURES,19.42617,-99.17715,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,26/01/2028,26/02/2026,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
331,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,LEIBNITZ,1,TOLSTOI  VICTOR HUGO,ANZURES,19.42565,-99.17693,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,26/01/2029,26/02/2027,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
332,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,LEIBNITZ,SIN NUMERO,CRUCE ESQUINA TOLSTOI,ANZURES,19.43546,-99.17683,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,26/01/1930,26/02/2028,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
333,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,TENNYSON,236,HOMERO HORACIO,POLANCO IV SECCION ,19.43528,-99.19484,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,26/01/1931,26/03/2001,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
334,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,TENNYSON,236,HOMERO HORACIO,POLANCO IV SECCION ,19.43522,-99.19484,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,26/02/2001,26/03/2002,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
335,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,TENNYSON,224,HOMERO HORACIO,POLANCO IV SECCION ,19.43489,-99.19486,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,26/02/2002,26/03/2003,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
336,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,TENNYSON,217,HOMERO HORACIO,POLANCO IV SECCION ,19.43448,-99.19486,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,26/02/2003,26/03/2004,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
337,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,TENNYSON,205,HOMERO HORACIO,POLANCO IV SECCION ,19.43411,-99.1949,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,26/02/2004,26/03/2005,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
338,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,TENNYSON,SIN NUMERO,CRUCE ESQUINA HORACIO,POLANCO IV SECCION ,19.43401,-99.19489,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,26/02/2005,26/03/2006,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
339,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,LAMARTINE,719,3 PICOS  RUBEN DARIO ,POLANCO V SECCION ,19.42804,-99.18918,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,26/02/2006,26/03/2007,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
340,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,LAMARTINE,719,3 PICOS  RUBEN DARIO ,POLANCO V SECCION ,19.42802,-99.18918,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,26/02/2007,26/03/2008,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
341,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,LAMARTINE,719,3 PICOS  RUBEN DARIO ,POLANCO V SECCION ,19.42796,-99.18914,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,26/02/2008,26/03/2009,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
342,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,LAMARTINE,725,3 PICOS  RUBEN DARIO ,POLANCO V SECCION ,19.42792,-99.18913,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,26/02/2009,26/03/2010,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
343,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,LAMARTINE,725,3 PICOS  RUBEN DARIO ,POLANCO V SECCION ,19.42788,-99.1891,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,26/02/2010,26/03/2011,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
344,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,LAMARTINE,725,3 PICOS  RUBEN DARIO ,POLANCO V SECCION ,19.42787,-99.18911,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,26/02/2011,26/03/2012,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
345,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,LAMARTINE,729,3 PICOS  RUBEN DARIO ,POLANCO V SECCION ,19.42767,-99.189,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,26/02/2012,26/03/2013,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
346,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,LAMARTINE,729,3 PICOS  RUBEN DARIO ,POLANCO V SECCION ,19.42763,-99.189,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,26/02/2013,26/03/2014,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
347,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,LAMARTINE,729,3 PICOS  RUBEN DARIO ,POLANCO V SECCION ,19.42758,-99.18896,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,26/02/2014,26/03/2015,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
348,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,ANDRES BELLO,9,J ELLIOT  C ELISEOS,POLANCO IV SECCION ,19.42686,-99.19545,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,26/02/2015,26/03/2016,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
349,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,ANDRES BELLO,10,J ELLIOT  C ELISEOS,POLANCO IV SECCION ,19.42689,-99.19555,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,26/02/2016,26/03/2017,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
350,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,ANDRES BELLO,10,J ELLIOT  C ELISEOS,POLANCO IV SECCION ,19.42683,-99.1955,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,26/02/2017,26/03/2018,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
351,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,ARISTOTELES,127,HORACIO  P MASARYK,POLANCO IV SECCION ,19.43195,-99.19351,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,26/02/2018,26/03/2019,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
352,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,ARISTOTELES,124,HORACIO  P MASARYK,POLANCO IV SECCION ,19.43189,-99.19352,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,26/02/2019,26/03/2020,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
353,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,GOLDSMITH,40,E CASTELAR  C DICKENS,POLANCO III SECCION ,19.4305,-99.20085,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,26/02/2020,26/03/2021,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
354,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,GOLDSMITH,40,E CASTELAR  C DICKENS,POLANCO III SECCION ,19.43052,-99.20085,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,26/02/2021,26/03/2022,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
355,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,GOLDSMITH,40,E CASTELAR  C DICKENS,POLANCO III SECCION ,19.43057,-99.20084,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,26/02/2022,26/03/2023,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
356,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,GOLDSMITH,40,E CASTELAR  C DICKENS,POLANCO III SECCION ,19.4306,-99.20083,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,26/02/2023,26/03/2024,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
357,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,GOLDSMITH,46,E CASTELAR  C DICKENS,POLANCO III SECCION ,19.43065,-99.20083,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,26/02/2024,26/03/2025,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
358,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,GOLDSMITH,46,E CASTELAR  C DICKENS,POLANCO III SECCION ,19.43068,-99.20083,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,26/02/2025,26/03/2026,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
359,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,REVO,ISAAC NEWTON,123,HORACIO  LAMARTINE,POLANCO V SECCION ,19.43289,-99.1895,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,26/02/2026,26/03/2027,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
360,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,REVO,SHAKESPEARE,84,CURIE  CANTU ,ANZURES,19.42886,-99.1774,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,26/02/2027,26/03/2028,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
361,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,GOLDSMITH,46,E CASTELAR  C DICKENS,POLANCO III SECCION ,19.43074,-99.20081,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,26/02/2028,26/03/2029,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
362,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,GOLDSMITH,SIN NUMERO,CRUCE ESQUINA C DICKENS,POLANCO III SECCION ,19.4302,-99.20089,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,26/03/2001,26/03/1930,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
363,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO I,BACHEO,GOLDSMITH,SIN NUMERO,CRUCE ESQUINA C DICKENS,POLANCO III SECCION ,19.43016,-99.20094,AMH-LPNO-006-25,NO,JUD DE SUPERVISION DE OBRAS POR CONTRATO ,26/03/2002,26/03/1931,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
